Id,category,crawl_date,description,dislike_count,id,like_count,name,step,title,upload_date,video_id,view_count
UC_1N_NAJv18XOndxdixfW6g,PUA,20190417,"If you're going out a lot you've probably experienced this reaction to your approach: the women either ignore you, or are actively demeaning to you, to the point where they actively mock you as though they are ""too cool for school."" Using some basic conversational jiu jitsu you can easily turn this around with this patented ""RSD opening"" style for standoffish women.

Subscribe for more! ► https://www.youtube.com/user/RSDJeffy?sub_confirmation=1

Website:

http://charismamastery.com

http://executetheprogram.com

http://www.RSDResonator.com

http://www.jeffyhotseat.com

—————

I have worked as an Executive Coach with Real Social Dynamics since 2003, running programs practically every weekend for the last 16 years in over 100 cities across North America, Australia, Africa and Europe. I’m extremely passionate about getting my students ACTUAL RESULTS from the RSD Approach to game and am continually improving my program to achieve this end.

In 2007, I released a critically acclaimed DVD program called ""The Jeffy Show.""

Simon & Schuster published my memoir ""Get Laid or Die Trying"" on March 29th, 2011.

In 2016 I released my magnum opus on text and online game, ""Execute the Program v2.0”

In 2017 I created RESONATOR, the professional guide to healthy powerful and attractive vocal projection technique.

Facebook: www.facebook.com/RSDJeffy
Instagram: RSDJeffy",45,UC_1N_NAJv18XOndxdixfW6g,1228,RSD Jeffy,3,What to do When Women Ignore and Mock You (The RSD Approach),20190129,DfhPBpX5X4I,38319
UC_1N_NAJv18XOndxdixfW6g,PUA,20190417,"Subscribe for more! ► https://www.youtube.com/user/RSDJeffy?sub_confirmation=1

Website:

http://executetheprogram.com

http://www.jeffyhotseat.com

—————

I have worked as an Executive Coach with Real Social Dynamics since 2003, running programs practically every weekend for the last 14 years in over 100 cities across North America, Australia, Africa and Europe. I’m extremely passionate about getting my students ACTUAL RESULTS and am continually improving my program to achieve this end.

In 2007, I released a critically acclaimed DVD program called ""The Jeffy Show.""

Simon & Schuster published my memoir ""Get Laid or Die Trying"" on March 29th, 2011.

In 2016 I released my magnum opus on text and online game, ""Execute the Program v2.0”

Facebook: www.facebook.com/RSDJeffy
Instagram: RSDJeffy
Snapchat: jlaix5150
Twitter/Periscope: @RSDJeffy",16,UC_1N_NAJv18XOndxdixfW6g,621,RSD Jeffy,3,Making Rationalizations with Owen Cook,20170412,Dy4z7ECgjxo,27568
UC_1N_NAJv18XOndxdixfW6g,PUA,20190417,"Download a free implementable summary of this video. It has all essential ideas and techniques, plus further resources to go deeper. Click here to get it: http://executetheprogram.com/members/secret-motivation-tips

Subscribe for more! ► http://www.youtube.com/subscription_center?add_user=rsdjeffy

Website: http://executetheprogram.com

—————
Jeff identifies three variables you can tweak to improve your motivation to go out, and subsequently improve your game dramatically.

—————
I have worked as an Executive Coach with Real Social Dynamics since 2003, running programs practically every weekend for the last 12 years in over 100 cities across North America, Australia, Africa and Europe. I am extremely passionate about getting my students ACTUAL RESULTS and am continually improving my program to achieve this end.

In 2007, I released a critically acclaimed DVD program called ""The Jeffy Show.""

Simon & Schuster published my memoir ""Get Laid or Die Trying"" on March 29th, 2011.

In 2014 I released my magnum opus on text and online game, ""Execute the Program.""

Facebook: www.facebook.com/RSDJeffy

Instagram: RSDJeffy

https://www.youtube.com/watch?v=ykX1M5rx1aY",29,UC_1N_NAJv18XOndxdixfW6g,989,RSD Jeffy,3,Secret Motivation Tips to Improve Your Game Dramatically,20130528,EVi_stWU8oU,69904
UC_1N_NAJv18XOndxdixfW6g,PUA,20190417,"A drunken time at Benders. Not my best work lol but some good moments in there.

www.rsdresonator.com",12,UC_1N_NAJv18XOndxdixfW6g,451,RSD Jeffy,3,Alexander Hamilton - Karaoke,20170429,EiVLRTAzAsI,14030
UC_1N_NAJv18XOndxdixfW6g,PUA,20190417,"Subscribe for more! ► https://www.youtube.com/user/RSDJeffy?sub_confirmation=1

Website:

http://executetheprogram.com

http://www.jeffyhotseat.com

—————

I have worked as an Executive Coach with Real Social Dynamics since 2003, running programs practically every weekend for the last 13 years in over 100 cities across North America, Australia, Africa and Europe. I am extremely passionate about getting my students ACTUAL RESULTS and am continually improving my program to achieve this end.

In 2007, I released a critically acclaimed DVD program called ""The Jeffy Show.""

Simon & Schuster published my memoir ""Get Laid or Die Trying"" on March 29th, 2011.

In 2014 I released my magnum opus on text and online game, ""Execute the Program.""

Facebook: www.facebook.com/RSDJeffy
Snapchat: jlaix5150
Twitter/Periscope: @RSDJeffy
Instagram: RSDJeffy",71,UC_1N_NAJv18XOndxdixfW6g,986,RSD Jeffy,3,How to Defeat White Knights,20160823,F0iOtTy5Wxw,56422
UC_1N_NAJv18XOndxdixfW6g,PUA,20190417,"Check out Resonator to learn healthy, powerful vocal projection that gets her attention and HOOKS the set:

http://www.RSDResonator.com",5,UC_1N_NAJv18XOndxdixfW6g,216,RSD Jeffy,3,"Resonator: Rated M For ""Mature""",20170614,F16zmsLk3qE,10340
UC_1N_NAJv18XOndxdixfW6g,PUA,20190417,"Download a free implementable summary on this video. It has all the key ideas and techniques, plus further resources to go deeper. Click here to get it: http://executetheprogram.com/members/nine

Subscribe for more! ► http://www.youtube.com/subscription_center?add_user=rsdjeffy

Website: http://executetheprogram.com

—————
Get back to basics with Jeffy as he reviews a checklist of game fundamentals.

—————
I have worked as an Executive Coach with Real Social Dynamics since 2003, running programs practically every weekend for the last 12 years in over 100 cities across North America, Australia, Africa and Europe. I am extremely passionate about getting my students ACTUAL RESULTS and am continually improving my program to achieve this end.

In 2007, I released a critically acclaimed DVD program called ""The Jeffy Show.""

Simon & Schuster published my memoir ""Get Laid or Die Trying"" on March 29th, 2011.

In 2014 I released my magnum opus on text and online game, ""Execute the Program.""

Facebook: www.facebook.com/RSDJeffy

Instagram: RSDJeffy",32,UC_1N_NAJv18XOndxdixfW6g,1514,RSD Jeffy,3,Nine Quick Game Fixes,20121127,F1JDOkL1330,117198
UC_1N_NAJv18XOndxdixfW6g,PUA,20190417,"Subscribe for more! ► https://www.youtube.com/user/RSDJeffy?sub_confirmation=1

Website:

http://executetheprogram.com

http://www.jeffyhotseat.com

—————

I have worked as an Executive Coach with Real Social Dynamics since 2003, running programs practically every weekend for the last 14 years in over 100 cities across North America, Australia, Africa and Europe. I’m extremely passionate about getting my students ACTUAL RESULTS and am continually improving my program to achieve this end.

In 2007, I released a critically acclaimed DVD program called ""The Jeffy Show.""

Simon & Schuster published my memoir ""Get Laid or Die Trying"" on March 29th, 2011.

In 2016 I released my magnum opus on text and online game, ""Execute the Program v2.0”

Facebook: www.facebook.com/RSDJeffy
Instagram: RSDJeffy
Snapchat: jlaix5150
Twitter/Periscope: @RSDJeffy",16,UC_1N_NAJv18XOndxdixfW6g,407,RSD Jeffy,3,"Work Hard, Play... Soft? Maximizing Your Hustle",20170322,F8bCetQksSs,16976
UC_1N_NAJv18XOndxdixfW6g,PUA,20190417,"Here's how to transition from a boring platonic conversation to exciting, sexual verbal attraction that takes things in a romantic direction. Featuring some classic rsdjeffy verbal game",16,UC_1N_NAJv18XOndxdixfW6g,912,RSD Jeffy,3,How to Make Boring Conversations Sexual (VERBAL ATTRACTION),20190403,FFm-ZpY7Fbo,21427
UC_1N_NAJv18XOndxdixfW6g,PUA,20190417,"Download a free implementable summary of this video. It has all essential ideas and techniques, plus further resources to go deeper. Click here to get it: http://www.rsdvault.com/obnoxious-asshole

Subscribe for more! ► http://www.youtube.com/subscription_c...

Website: http://executetheprogram.com

—————
www.jeffyhotseat.com

Learn the ways of NZ culture with Jeffy and Alex in Auckland.

—————
I have worked as an Executive Coach with Real Social Dynamics since 2003, running programs practically every weekend for the last 12 years in over 100 cities across North America, Australia, Africa and Europe. I am extremely passionate about getting my students ACTUAL RESULTS and am continually improving my program to achieve this end.

In 2007, I released a critically acclaimed DVD program called ""The Jeffy Show.""

Simon & Schuster published my memoir ""Get Laid or Die Trying"" on March 29th, 2011.

In 2014 I released my magnum opus on text and online game, ""Execute the Program.""

Facebook: www.facebook.com/RSDJeffy

Instagram: RSDJeffy",27,UC_1N_NAJv18XOndxdixfW6g,491,RSD Jeffy,3,Obnoxious Game For Nice Guys,20111111,FVEhQEasD0A,69021
UC_1N_NAJv18XOndxdixfW6g,PUA,20190417,"Subscribe for more! ► http://www.youtube.com/subscription_center?add_user=rsdjeffy

Website: http://executetheprogram.com

—————
Jeff explains the phenomenon whereby the thing you want to do the LEAST... is typically the thing you NEED to do the MOST.

—————
I have worked as an Executive Coach with Real Social Dynamics since 2003, running programs practically every weekend for the last 12 years in over 100 cities across North America, Australia, Africa and Europe. I am extremely passionate about getting my students ACTUAL RESULTS and am continually improving my program to achieve this end.

In 2007, I released a critically acclaimed DVD program called ""The Jeffy Show.""

Simon & Schuster published my memoir ""Get Laid or Die Trying"" on March 29th, 2011.

In 2014 I released my magnum opus on text and online game, ""Execute the Program.""

Facebook: www.facebook.com/RSDJeffy

Instagram: RSDJeffy",13,UC_1N_NAJv18XOndxdixfW6g,1609,RSD Jeffy,3,"Handle Your Business, Son",20131014,Fgu0noyhWTA,75336
UC_1N_NAJv18XOndxdixfW6g,PUA,20190417,"Download a free implementable summary of this video. It has all essential ideas and techniques, plus further resources to go deeper. Click here to get it: http://executetheprogram.com/members/eliminate-filters

Subscribe for more! ► http://www.youtube.com/subscription_center?add_user=rsdjeffy

Website: http://executetheprogram.com

—————

Jeff identifies ten common ""filters of insecurity"" that may be sabotaging your game.

—————

I have worked as an Executive Coach with Real Social Dynamics since 2003, running programs practically every weekend for the last 12 years in over 100 cities across North America, Australia, Africa and Europe. I am extremely passionate about getting my students ACTUAL RESULTS and am continually improving my program to achieve this end.

In 2007, I released a critically acclaimed DVD program called ""The Jeffy Show.""

Simon & Schuster published my memoir ""Get Laid or Die Trying"" on March 29th, 2011.

In 2014 I released my magnum opus on text and online game, ""Execute the Program.""

Facebook: www.facebook.com/RSDJeffy

Instagram: RSDJeffy




https://www.youtube.com/watch?v=ykX1M5rx1aY",10,UC_1N_NAJv18XOndxdixfW6g,1330,RSD Jeffy,3,Eliminate Filters of Insecurity,20130409,GH0_8HqyH7g,76836
UC_1N_NAJv18XOndxdixfW6g,PUA,20190417,"Subscribe for more! ► http://www.youtube.com/subscription_center?add_user=rsdjeffy

Website: http://www.jeffyhotseat.com

From Toronto Free Tour Jeff discusses the following topics:

1. When to be Mysterious and when to open up
2. Tips on Solo Game
3. The Age question - Lie or tell the truth?
4. When it seems like you're actually regressing instead of making progress
5. Will jeffy give you FREE SHIT?

—————

I have worked as an Executive Coach with Real Social Dynamics since 2003, running programs practically every weekend for the last 12 years in over 100 cities across North America, Australia, Africa and Europe. I am extremely passionate about getting my students ACTUAL RESULTS and am continually improving my program to achieve this end.

In 2007, I released a critically acclaimed DVD program called ""The Jeffy Show.""

Simon & Schuster published my memoir ""Get Laid or Die Trying"" on March 29th, 2011.

In 2014 I released my magnum opus on text and online game, ""Execute the Program.""

Facebook: www.facebook.com/RSDJeffy

Instagram: RSDJeffy",17,UC_1N_NAJv18XOndxdixfW6g,671,RSD Jeffy,3,"""I'm Going Out, But I'm Actually REGRESSING in the Game... WAT DO?""",20151102,GO185f3dpO8,55694
UC_1N_NAJv18XOndxdixfW6g,PUA,20190417,"Subscribe for more! ► https://www.youtube.com/user/RSDJeffy?sub_confirmation=1

Website:

http://executetheprogram.com

http://www.jeffyhotseat.com

—————

I have worked as an Executive Coach with Real Social Dynamics since 2003, running programs practically every weekend for the last 13 years in over 100 cities across North America, Australia, Africa and Europe. I am extremely passionate about getting my students ACTUAL RESULTS and am continually improving my program to achieve this end.

In 2007, I released a critically acclaimed DVD program called ""The Jeffy Show.""

Simon & Schuster published my memoir ""Get Laid or Die Trying"" on March 29th, 2011.

In 2014 I released my magnum opus on text and online game, ""Execute the Program.""

Facebook: www.facebook.com/RSDJeffy
Snapchat: jlaix5150
Twitter/Periscope: @RSDJeffy
Instagram: RSDJeffy",15,UC_1N_NAJv18XOndxdixfW6g,335,RSD Jeffy,3,Your Tweets Are Killing You,20161019,H0W1LKQPS2s,12535
UC_1N_NAJv18XOndxdixfW6g,PUA,20190417,11 mile hike on the Napali Coast of Kauai,3,UC_1N_NAJv18XOndxdixfW6g,44,RSD Jeffy,3,Napali Hike 2008,20121221,H7SX4y6ks_U,5831
UC_1N_NAJv18XOndxdixfW6g,PUA,20190417,"From New York Free Tour, YA BOY RSD Jeffy brings forth a series of simple strategies and techniques for day game that get actual results. You will also hear from his assistant, a young man who has employed these simple strategies to get over 100 ""wins"" from day game ALONE and on busy city streets with girls on the move. This is the REAL stuff that works, and as stated above it's these SIMPLE STRATEGIES that work the best",32,UC_1N_NAJv18XOndxdixfW6g,673,RSD Jeffy,3,Day Game Decoded - Simple Strategies That Get Real Results,20181106,HLe88UHn4Yw,30006
UC_1N_NAJv18XOndxdixfW6g,PUA,20190417,"Everyone wants to be a smooth talking, smooth operator. Here's how to be confident and deploy those smooth moves with something called ""Magic Eight Ball Game"". aka How to Be Cool part deux.

Subscribe for more! ► https://www.youtube.com/user/RSDJeffy?sub_confirmation=1

Website:

http://charismamastery.com

http://executetheprogram.com

http://www.RSDResonator.com

http://www.jeffyhotseat.com

—————

I have worked as an Executive Coach with Real Social Dynamics since 2003, running programs practically every weekend for the last 15 years in over 100 cities across North America, Australia, Africa and Europe. I’m extremely passionate about getting my students ACTUAL RESULTS and am continually improving my program to achieve this end.

In 2007, I released a critically acclaimed DVD program called ""The Jeffy Show.""

Simon & Schuster published my memoir ""Get Laid or Die Trying"" on March 29th, 2011.

In 2016 I released my magnum opus on text and online game, ""Execute the Program v2.0”

In 2017 I created RESONATOR, the professional guide to healthy powerful and attractive vocal projection technique.

Facebook: www.facebook.com/RSDJeffy
Instagram: RSDJeffy",15,UC_1N_NAJv18XOndxdixfW6g,830,RSD Jeffy,3,Smooth Talking (How to Be Cool pt. II),20190207,HfBymjpFdWw,21395
UC_1N_NAJv18XOndxdixfW6g,PUA,20190417,"In this one, I talk about the importance of connection and PRESENCE when it comes to cold approach pickup.
--
Subscribe for more! ► https://www.youtube.com/user/RSDJeffy?sub_confirmation=1

Website:

http://executetheprogram.com

http://www.RSDResonator.com

http://www.jeffyhotseat.com

—————

I have worked as an Executive Coach with Real Social Dynamics since 2003, running programs practically every weekend for the last 15 years in over 100 cities across North America, Australia, Africa and Europe. I’m extremely passionate about getting my students ACTUAL RESULTS and am continually improving my program to achieve this end.

In 2007, I released a critically acclaimed DVD program called ""The Jeffy Show.""

Simon & Schuster published my memoir ""Get Laid or Die Trying"" on March 29th, 2011.

In 2016 I released my magnum opus on text and online game, ""Execute the Program v2.0”

In 2017 I created RESONATOR, the professional guide to healthy powerful and attractive vocal projection technique.

Facebook: www.facebook.com/RSDJeffy
Instagram: RSDJeffy",11,UC_1N_NAJv18XOndxdixfW6g,750,RSD Jeffy,3,"Why ""Presence and Connection"" Get Real Results in Game",20181024,Hg2JeAYplNM,15659
UC_1N_NAJv18XOndxdixfW6g,PUA,20190417,"Quick breakdown of the pros and cons of different venues when you're trying to meet someone for romance in the night.

Check out my program on using VOCAL TONALITY to make girls excited to sleep with you: http://bit.ly/JeffResonator1",16,UC_1N_NAJv18XOndxdixfW6g,692,RSD Jeffy,3,The Best Venue BY FAR to Do Game (It's Not What You Think),20180213,Ho6N1-eoYGs,29471
UC_1N_NAJv18XOndxdixfW6g,PUA,20190417,"Subscribe for more! ► http://www.youtube.com/subscription_center?add_user=rsdjeffy

—————
Start Getting Laid Off The Internet NOW --- http://www.ExecuteTheProgram.com

—————

I have worked as an Executive Coach with Real Social Dynamics since 2003, running programs practically every weekend for the last 12 years in over 100 cities across North America, Australia, Africa and Europe. I am extremely passionate about getting my students ACTUAL RESULTS and am continually improving my program to achieve this end.

In 2007, I released a critically acclaimed DVD program called ""The Jeffy Show.""

Simon & Schuster published my memoir ""Get Laid or Die Trying"" on March 29th, 2011.

In 2014 I released my magnum opus on text and online game, ""Execute the Program.""

Facebook: www.facebook.com/RSDJeffy

Instagram: RSDJeffy",127,UC_1N_NAJv18XOndxdixfW6g,1535,RSD Jeffy,3,Perfect Texting And Messaging That Makes Girls Excited To See You,20141030,IdhPzUYL6nI,163415
UC_1N_NAJv18XOndxdixfW6g,PUA,20190417,"Download a free implementable summary on this video. It has all essential ideas and techniques, plus further resources to go deeper. Click here to get it: http://www.rsdvault.com/jeffy-never-run-out

Subscribe for more! ► http://www.youtube.com/subscription_center?add_user=rsdjeffy

Website: http://executetheprogram.com

—————
Jeff breaks down what exactly he says to women while picking them up, and reveals several ingenious business ideas. Also: Jeffrey Dahmer, Obamacare, and Frame Control.

—————

I have worked as an Executive Coach with Real Social Dynamics since 2003, running programs practically every weekend for the last 12 years in over 100 cities across North America, Australia, Africa and Europe. I am extremely passionate about getting my students ACTUAL RESULTS and am continually improving my program to achieve this end.

In 2007, I released a critically acclaimed DVD program called ""The Jeffy Show.""

Simon & Schuster published my memoir ""Get Laid or Die Trying"" on March 29th, 2011.

In 2014 I released my magnum opus on text and online game, ""Execute the Program.""

Facebook: www.facebook.com/RSDJeffy

Instagram: RSDJeffy",77,UC_1N_NAJv18XOndxdixfW6g,1500,RSD Jeffy,3,"Never ""Run Out of Things to Say"" Again",20140916,J4kcYw-9QG4,123529
UC_1N_NAJv18XOndxdixfW6g,PUA,20190417,"Check out Resonator to learn healthy, powerful vocal projection that gets her attention and HOOKS the set:
http://www.RSDResonator.com",9,UC_1N_NAJv18XOndxdixfW6g,218,RSD Jeffy,3,Resonator… Voice. Activated. Attraction.,20170621,JdD_a_GA9vQ,14648
UC_1N_NAJv18XOndxdixfW6g,PUA,20190417,"Subscribe for more! ► http://www.youtube.com/subscription_center?add_user=rsdjeffy

Website: http://executetheprogram.com

—————
Six proven, practical ways to improve your resilience in the face of setbacks on your journey.

—————
I have worked as an Executive Coach with Real Social Dynamics since 2003, running programs practically every weekend for the last 12 years in over 100 cities across North America, Australia, Africa and Europe. I am extremely passionate about getting my students ACTUAL RESULTS and am continually improving my program to achieve this end.

In 2007, I released a critically acclaimed DVD program called ""The Jeffy Show.""

Simon & Schuster published my memoir ""Get Laid or Die Trying"" on March 29th, 2011.

In 2014 I released my magnum opus on text and online game, ""Execute the Program.""

Facebook: www.facebook.com/RSDJeffy

Instagram: RSDJeffy",20,UC_1N_NAJv18XOndxdixfW6g,749,RSD Jeffy,3,"When the Going Gets Tough, the Tough Get it In",20130724,JlcKmHP44Hg,48209
UC_1N_NAJv18XOndxdixfW6g,PUA,20190417,"Young dudes are always asking me how to pick up girls in high school. Normally I just say ""DO YOUR HOMEWORK"" but I decided to finally get real and answer this once and for all. The High School pick up game is certainly a lot different for many reasons, but dating in high school is ultimately a function of overall popularity in many ways. Today i'll give you a quick guide on how to pick up girls in class, and become a so called ""high school pua"" lol.",4,UC_1N_NAJv18XOndxdixfW6g,407,RSD Jeffy,3,How to Pick Up Girls When You're in High School,20180417,JzVxzE8OBPw,12326
UC_1N_NAJv18XOndxdixfW6g,PUA,20190417,"Check out Resonator to learn healthy, powerful vocal projection that gets her attention and HOOKS the set:
http://www.RSDResonator.com",7,UC_1N_NAJv18XOndxdixfW6g,325,RSD Jeffy,3,Cut Through The Cluttered Chode Masses With Tonality & Jeffyesque Conviction,20170618,KK2wsYn4IU0,17682
UC_1N_NAJv18XOndxdixfW6g,PUA,20190417,"Subscribe for more! ► http://www.youtube.com/subscription_center?add_user=rsdjeffy

Website: http://executetheprogram.com

—————

I have worked as an Executive Coach with Real Social Dynamics since 2003, running programs practically every weekend for the last 12 years in over 100 cities across North America, Australia, Africa and Europe. I am extremely passionate about getting my students ACTUAL RESULTS and am continually improving my program to achieve this end.

In 2007, I released a critically acclaimed DVD program called ""The Jeffy Show.""

Simon & Schuster published my memoir ""Get Laid or Die Trying"" on March 29th, 2011.

In 2014 I released my magnum opus on text and online game, ""Execute the Program.""

Facebook: www.facebook.com/RSDJeffy

Instagram: RSDJeffy",11,UC_1N_NAJv18XOndxdixfW6g,387,RSD Jeffy,3,How To Make Out With a Girl,20150825,KKiJE3hiWKw,25389
UC_1N_NAJv18XOndxdixfW6g,PUA,20190417,"www.executetheprogram.com

Profile EVOLVED: Double your matches",62,UC_1N_NAJv18XOndxdixfW6g,260,RSD Jeffy,3,Your Online Dating Profile is GARBAGE. Here's How to Fix it.,20160409,KOJsEwGoiE4,28557
UC_1N_NAJv18XOndxdixfW6g,PUA,20190417,"http://www.jeffyhotseat.com

Subscribe for more! ► https://www.youtube.com/user/RSDJeffy?sub_confirmation=1

—————

I have worked as an Executive Coach with Real Social Dynamics since 2003, running programs practically every weekend for the last 13 years in over 100 cities across North America, Australia, Africa and Europe. I am extremely passionate about getting my students ACTUAL RESULTS and am continually improving my program to achieve this end.

In 2007, I released a critically acclaimed DVD program called ""The Jeffy Show.""

Simon & Schuster published my memoir ""Get Laid or Die Trying"" on March 29th, 2011.

In 2014 I released my magnum opus on text and online game, ""Execute the Program.""

Facebook: www.facebook.com/RSDJeffy
Snapchat: jlaix5150
Twitter/Periscope: @RSDJeffy
Instagram: RSDJeffy",18,UC_1N_NAJv18XOndxdixfW6g,702,RSD Jeffy,3,Verbal Wit - Jeffy Hotseat Transformational Experience Revealed (3 of 3),20160831,KSgNgMK9bUE,52900
UC_1N_NAJv18XOndxdixfW6g,PUA,20190417,"So, the girl you like already has a boyfriend. Here are some old school BOYFRIEND DESTROYER tactics designed to make her see him as the most sexually unappealing guy ever, and prop yourself up to be the solution. This is frankly unethical stuff here and while RSD no longer advocates the use of these methods, it's always wise to have some defense against the dark arts up you sleeve. For educational purposes only lol

Subscribe for more! ► https://www.youtube.com/user/RSDJeffy?sub_confirmation=1

Website:

http://executetheprogram.com

http://www.RSDResonator.com

http://www.jeffyhotseat.com

—————

I have worked as an Executive Coach with Real Social Dynamics since 2003, running programs practically every weekend for the last 14 years in over 100 cities across North America, Australia, Africa and Europe. I’m extremely passionate about getting my students ACTUAL RESULTS and am continually improving my program to achieve this end.

In 2007, I released a critically acclaimed DVD program called ""The Jeffy Show.""

Simon & Schuster published my memoir ""Get Laid or Die Trying"" on March 29th, 2011.

In 2016 I released my magnum opus on text and online game, ""Execute the Program v2.0”

In 2017 I created RESONATOR, the professional guide to healthy powerful and attractive vocal projection technique.

Facebook: www.facebook.com/RSDJeffy
Instagram: RSDJeffy",147,UC_1N_NAJv18XOndxdixfW6g,1993,RSD Jeffy,3,Boyfriend Destroyer Tactics (Use at Your Own Risk!),20180710,KXMRvEb8zU8,63105
UC_1N_NAJv18XOndxdixfW6g,PUA,20190417,"Sometimes life throws you a BAD curveball and it seems like there's no hope. This is a subject that both Julien and Jeffy know a great deal about lol - here's how we learned to not only deal with the fallout of catastrophic life events, but how to THRIVE and make them the turning points for an entirely new chapter. Tips on coping with loss and coping with stress when disaster strikes.

Subscribe for more! ► https://www.youtube.com/user/RSDJeffy?sub_confirmation=1

Website:

http://executetheprogram.com

http://www.RSDResonator.com

http://www.jeffyhotseat.com

—————

I have worked as an Executive Coach with Real Social Dynamics since 2003, running programs practically every weekend for the last 14 years in over 100 cities across North America, Australia, Africa and Europe. I’m extremely passionate about getting my students ACTUAL RESULTS and am continually improving my program to achieve this end.

In 2007, I released a critically acclaimed DVD program called ""The Jeffy Show.""

Simon & Schuster published my memoir ""Get Laid or Die Trying"" on March 29th, 2011.

In 2016 I released my magnum opus on text and online game, ""Execute the Program v2.0”

In 2017 I created RESONATOR, the professional guide to healthy powerful and attractive vocal projection technique.

Facebook: www.facebook.com/RSDJeffy
Instagram: RSDJeffy",21,UC_1N_NAJv18XOndxdixfW6g,535,RSD Jeffy,3,So Your Life is Ruined... Here's How to Fix It (Coping With Loss),20180605,Kiqyawc-oIg,17902
UC_1N_NAJv18XOndxdixfW6g,PUA,20190417,"You only get one life - don't fuck it up. From Amsterdam Free Tour.

Turn your phone into a magic free pussy machine with my online game masterpiece, Execute the Program:

http://www.ExecuteTheProgram.com",21,UC_1N_NAJv18XOndxdixfW6g,684,RSD Jeffy,3,No Regrets - Commit to Living Your Best Possible Life,20170919,KmIicY8Lb_U,26628
UC_1N_NAJv18XOndxdixfW6g,PUA,20190417,"In a dystopian near-future, a young man driven to the brink finds redemption when he encounters the Last Pickup Artist. Featuring RSDMax as ""Dario.""

Original art and story by Dario Donato: www.patreon.com/dariocomics
Music compositor: Henrik j
https://soundcloud.com/henrik85
Music from this video are under CC-BY-3.0 License:
https://creativecommons.org/licenses/by/3.0/",32,UC_1N_NAJv18XOndxdixfW6g,1112,RSD Jeffy,3,The Last Pick Up Artist,20170815,L0j5uoFvfd0,20589
UC_1N_NAJv18XOndxdixfW6g,PUA,20190417,"Subscribe for more! ► http://www.youtube.com/subscription_center?add_user=rsdjeffy

Website: http://executetheprogram.com

—————
Inspired by Brad's Times Square rant, Jeffy loses his shit and tears into the ""magic pill"" mentality manifested most recently in the forum hyperventilaton over Julien's drama tactics.

—————
I have worked as an Executive Coach with Real Social Dynamics since 2003, running programs practically every weekend for the last 12 years in over 100 cities across North America, Australia, Africa and Europe. I am extremely passionate about getting my students ACTUAL RESULTS and am continually improving my program to achieve this end.

In 2007, I released a critically acclaimed DVD program called ""The Jeffy Show.""

Simon & Schuster published my memoir ""Get Laid or Die Trying"" on March 29th, 2011.

In 2014 I released my magnum opus on text and online game, ""Execute the Program.""

Facebook: www.facebook.com/RSDJeffy

Instagram: RSDJeffy",6,UC_1N_NAJv18XOndxdixfW6g,229,RSD Jeffy,3,Toronto Rant,20121030,L9j0VYlGggY,19973
UC_1N_NAJv18XOndxdixfW6g,PUA,20190417,Get Attraction Fast with Powerful Vocal Projection: http://www.RSDResonator.com,58,UC_1N_NAJv18XOndxdixfW6g,1023,RSD Jeffy,3,Violence 101 - Why You Get Fcuked With at the Club by Douchebros,20170829,MuGQSGwvTq8,57631
UC_1N_NAJv18XOndxdixfW6g,PUA,20190417,"allstar smashmouth but every time he says star I eat raw garlic

http://www.rsdresonator.com",13,UC_1N_NAJv18XOndxdixfW6g,276,RSD Jeffy,3,Smashmouth But Everytime He Says Star I Eat Raw Garlic,20170709,N2QyoveyPJA,5973
UC_1N_NAJv18XOndxdixfW6g,PUA,20190417,"Jeffy takes a question from an experienced guy who has lost enthusiasm for pickup. How to recharge your passion for life when you're in a down, or even depressed cycle? There are many possible causes for this, from low testosterone to dealing with a breakup, however the solutions are there.

Subscribe for more! ► https://www.youtube.com/user/RSDJeffy?sub_confirmation=1

Website:

http://executetheprogram.com

http://www.RSDResonator.com

http://www.jeffyhotseat.com

—————

I have worked as an Executive Coach with Real Social Dynamics since 2003, running programs practically every weekend for the last 14 years in over 100 cities across North America, Australia, Africa and Europe. I’m extremely passionate about getting my students ACTUAL RESULTS and am continually improving my program to achieve this end.

In 2007, I released a critically acclaimed DVD program called ""The Jeffy Show.""

Simon & Schuster published my memoir ""Get Laid or Die Trying"" on March 29th, 2011.

In 2016 I released my magnum opus on text and online game, ""Execute the Program v2.0”

In 2017 I created RESONATOR, the professional guide to healthy powerful and attractive vocal projection technique.

Facebook: www.facebook.com/RSDJeffy
Instagram: RSDJeffy",6,UC_1N_NAJv18XOndxdixfW6g,532,RSD Jeffy,3,Tired of the Game? How to Recharge Your Passion For Life,20180530,N3JIP707e4E,15902
