Id,category,crawl_date,description,dislike_count,id,like_count,name,step,title,upload_date,video_id,view_count
UC_1N_NAJv18XOndxdixfW6g,PUA,20190417,"Subscribe for more! ► http://www.youtube.com/subscription_center?add_user=rsdjeffy

Website: http://executetheprogram.com

—————
Jeffy of Real Social Dynamics parodies American Psycho -- ""American Nine Ball""

—————
I have worked as an Executive Coach with Real Social Dynamics since 2003, running programs practically every weekend for the last 12 years in over 100 cities across North America, Australia, Africa and Europe. I am extremely passionate about getting my students ACTUAL RESULTS and am continually improving my program to achieve this end.

In 2007, I released a critically acclaimed DVD program called ""The Jeffy Show.""

Simon & Schuster published my memoir ""Get Laid or Die Trying"" on March 29th, 2011.

In 2014 I released my magnum opus on text and online game, ""Execute the Program.""

Facebook: www.facebook.com/RSDJeffy

Instagram: RSDJeffy",13,UC_1N_NAJv18XOndxdixfW6g,274,RSD Jeffy,3,American NineBall,20101228,2OVoINOkLys,29511
UC_1N_NAJv18XOndxdixfW6g,PUA,20190417,"Subscribe for more! ► http://www.youtube.com/subscription_center?add_user=rsdjeffy

Website: http://executetheprogram.com

—————
Straight Outta WHORELANDO, Tyler and Jeff break down the pros and cons of both full improvisational-style game vs. a more structured approach, and how to decide which is best for you.

—————

I have worked as an Executive Coach with Real Social Dynamics since 2003, running programs practically every weekend for the last 12 years in over 100 cities across North America, Australia, Africa and Europe. I am extremely passionate about getting my students ACTUAL RESULTS and am continually improving my program to achieve this end.

In 2007, I released a critically acclaimed DVD program called ""The Jeffy Show.""

Simon & Schuster published my memoir ""Get Laid or Die Trying"" on March 29th, 2011.

In 2014 I released my magnum opus on text and online game, ""Execute the Program.""

Facebook: www.facebook.com/RSDJeffy

Instagram: RSDJeffy",12,UC_1N_NAJv18XOndxdixfW6g,474,RSD Jeffy,3,Improv vs. Structured Game Styles,20140520,2dbiDtnnnn0,37694
UC_1N_NAJv18XOndxdixfW6g,PUA,20190417,"Get a free implementable summary on this video. It has all the key ideas and techniques, plus further resources to go deeper! Click here to download it: http://www.rsdvault.com/secrets-of-natural

Subscribe for more! ► http://www.youtube.com/subscription_center?add_user=rsdjeffy

Website: http://executetheprogram.com

—————
Jeffy and Tyler combine their Wonder Twin powers in Atlanta to bring you some lessons of Natural Game. Also, Jeffy lactates through his shirt

—————
I have worked as an Executive Coach with Real Social Dynamics since 2003, running programs practically every weekend for the last 12 years in over 100 cities across North America, Australia, Africa and Europe. I am extremely passionate about getting my students ACTUAL RESULTS and am continually improving my program to achieve this end.

In 2007, I released a critically acclaimed DVD program called ""The Jeffy Show.""

Simon & Schuster published my memoir ""Get Laid or Die Trying"" on March 29th, 2011.

In 2014 I released my magnum opus on text and online game, ""Execute the Program.""

Facebook: www.facebook.com/RSDJeffy

Instagram: RSDJeffy",60,UC_1N_NAJv18XOndxdixfW6g,1732,RSD Jeffy,3,Secrets of the Natural Player,20131127,2wPTiJKg1sM,159716
UC_1N_NAJv18XOndxdixfW6g,PUA,20190417,"How to make her chase you. RSD Jeffy reveals little verbal game tricks of what to say to a girl to make her chase you. Making her chase is waaay easier than it seams and while these tricks are obviously massively overgeneralized try it out and go for it in order to making her chase.

It's interesting because one big part of making a girl chase you is the ability to say NO. It sets you apart from the sea of fellows that don't have the conviction to say no and many girls will feel it hits their ego and boom it will make a girl chase you.




Another really good thing is saying things along the lines of ""actually"", she will chase you because she wants to fill the gap, fill the void of validation, massively powerful if you want to make girls chase you.

How to make girls chase all in all is a game of nuances, the harder you try the less you'll make girls chase. The more you're able to learn the subtle nuances the harder you will make a girl chase you and the easier it will be for you to learn more things to say and more techniques on how to make girls chase you.

Subscribe for more! ► https://www.youtube.com/user/RSDJeffy?sub_confirmation=1

Website:

http://charismamastery.com

http://executetheprogram.com

http://www.RSDResonator.com

http://www.jeffyhotseat.com

—————

I have worked as an Executive Coach with Real Social Dynamics since 2003, running programs practically every weekend for the last 16 years in over 100 cities across North America, Australia, Africa and Europe. I’m extremely passionate about getting my students ACTUAL RESULTS and am continually improving my program to achieve this end.

In 2007, I released a critically acclaimed DVD program called ""The Jeffy Show.""

Simon & Schuster published my memoir ""Get Laid or Die Trying"" on March 29th, 2011.

In 2016 I released my magnum opus on text and online game, ""Execute the Program v2.0”

In 2017 I created RESONATOR, the professional guide to healthy powerful and attractive vocal projection technique.

Facebook: www.facebook.com/RSDJeffy
Instagram: RSDJeffy",18,UC_1N_NAJv18XOndxdixfW6g,770,RSD Jeffy,3,How To Make Her Chase You,20190410,39yZGhaJay8,16891
UC_1N_NAJv18XOndxdixfW6g,PUA,20190417,"Subscribe for more! ► http://www.youtube.com/subscription_center?add_user=rsdjeffy

Website: http://executetheprogram.com

—————
Have you ever ""ejected"" from a good interaction before it could go bad? Learn how to stop doing this, forever.

—————
I have worked as an Executive Coach with Real Social Dynamics since 2003, running programs practically every weekend for the last 12 years in over 100 cities across North America, Australia, Africa and Europe. I am extremely passionate about getting my students ACTUAL RESULTS and am continually improving my program to achieve this end.

In 2007, I released a critically acclaimed DVD program called ""The Jeffy Show.""

Simon & Schuster published my memoir ""Get Laid or Die Trying"" on March 29th, 2011.

In 2014 I released my magnum opus on text and online game, ""Execute the Program.""

Facebook: www.facebook.com/RSDJeffy

Instagram: RSDJeffy",20,UC_1N_NAJv18XOndxdixfW6g,452,RSD Jeffy,3,Premature Ejectulation,20130618,3HIhfC9zo-w,35371
UC_1N_NAJv18XOndxdixfW6g,PUA,20190417,"Subscribe for more! ► https://www.youtube.com/user/RSDJeffy?sub_confirmation=1

Website:

http://www.rsdresonator.com

http://executetheprogram.com

http://www.jeffyhotseat.com

—————

I have worked as an Executive Coach with Real Social Dynamics since 2003, running programs practically every weekend for the last 14 years in over 100 cities across North America, Australia, Africa and Europe. I’m extremely passionate about getting my students ACTUAL RESULTS and am continually improving my program to achieve this end.

In 2007, I released a critically acclaimed DVD program called ""The Jeffy Show.""

Simon & Schuster published my memoir ""Get Laid or Die Trying"" on March 29th, 2011.

In 2016 I released my magnum opus on text and online game, ""Execute the Program v2.0”

Facebook: www.facebook.com/RSDJeffy
Instagram: RSDJeffy
Snapchat: jlaix5150
Twitter/Periscope: @RSDJeffy",14,UC_1N_NAJv18XOndxdixfW6g,547,RSD Jeffy,3,"You CAN Do This - How ""Normal"" Guys Can Succeed in Pickup",20170523,3IDyUHTmSdo,26431
UC_1N_NAJv18XOndxdixfW6g,PUA,20190417,"Subscribe for more! ► https://www.youtube.com/user/RSDJeffy?sub_confirmation=1

Website:

http://executetheprogram.com

http://www.jeffyhotseat.com

—————

I have worked as an Executive Coach with Real Social Dynamics since 2003, running programs practically every weekend for the last 13 years in over 100 cities across North America, Australia, Africa and Europe. I am extremely passionate about getting my students ACTUAL RESULTS and am continually improving my program to achieve this end.

In 2007, I released a critically acclaimed DVD program called ""The Jeffy Show.""

Simon & Schuster published my memoir ""Get Laid or Die Trying"" on March 29th, 2011.

In 2014 I released my magnum opus on text and online game, ""Execute the Program.""

Facebook: www.facebook.com/RSDJeffy
Snapchat: jlaix5150
Twitter/Periscope: @RSDJeffy
Instagram: RSDJeffy",20,UC_1N_NAJv18XOndxdixfW6g,681,RSD Jeffy,3,Grocery Store Pickup - Jeffy Reacts,20160614,51UZXX2v8EE,36423
UC_1N_NAJv18XOndxdixfW6g,PUA,20190417,"So this is a common question: ""can hookers help my game?"" YA BOY Jeff Allen is here to provide deliverance from the demons of prostitution and reveal precisely why indulging in this particular vice is a TERRIBLE way to learn how to seduce women.

---

Subscribe for more! ► https://www.youtube.com/user/RSDJeffy?sub_confirmation=1

Website:

http://executetheprogram.com

http://www.RSDResonator.com

http://www.jeffyhotseat.com

—————

I have worked as an Executive Coach with Real Social Dynamics since 2003, running programs practically every weekend for the last 14 years in over 100 cities across North America, Australia, Africa and Europe. I’m extremely passionate about getting my students ACTUAL RESULTS and am continually improving my program to achieve this end.

In 2007, I released a critically acclaimed DVD program called ""The Jeffy Show.""

Simon & Schuster published my memoir ""Get Laid or Die Trying"" on March 29th, 2011.

In 2016 I released my magnum opus on text and online game, ""Execute the Program v2.0”

In 2017 I created RESONATOR, the professional guide to healthy powerful and attractive vocal projection technique.

Facebook: www.facebook.com/RSDJeffy
Instagram: RSDJeffy",19,UC_1N_NAJv18XOndxdixfW6g,456,RSD Jeffy,3,"Can Prostitutes Help Your Game? Jeffy Reveals the Controversial ""Hookers & Cocaine"" Method",20180403,51_Hfd_d9K0,13748
UC_1N_NAJv18XOndxdixfW6g,PUA,20190417,"Download a free implementable summary of this video. It has all essential ideas and techniques, plus further resources to go deeper. Click here to get it: http://www.rsdvault.com/stay-positive

Subscribe for more! ► http://www.youtube.com/subscription_c...

Website: http://executetheprogram.com

—————

I have worked as an Executive Coach with Real Social Dynamics since 2003, running programs practically every weekend for the last 12 years in over 100 cities across North America, Australia, Africa and Europe. I am extremely passionate about getting my students ACTUAL RESULTS and am continually improving my program to achieve this end.

In 2007, I released a critically acclaimed DVD program called ""The Jeffy Show.""

Simon & Schuster published my memoir ""Get Laid or Die Trying"" on March 29th, 2011.

In 2014 I released my magnum opus on text and online game, ""Execute the Program.""

Facebook: www.facebook.com/RSDJeffy

Instagram: RSDJeffy",13,UC_1N_NAJv18XOndxdixfW6g,827,RSD Jeffy,3,How to Stay Positive as a Pickup N00b,20160126,5YnMGhEKH4g,28229
UC_1N_NAJv18XOndxdixfW6g,PUA,20190417,"Holiday loneliness - a common issue in today's social media world where everyone appears to be surrounded by loving relationships except YOU. Here's the RSD Jeffy Holiday Guide to getting some during this magical season.

Subscribe for more! ► https://www.youtube.com/user/RSDJeffy?sub_confirmation=1

Website:

http://executetheprogram.com

http://www.RSDResonator.com

http://www.jeffyhotseat.com

—————

I have worked as an Executive Coach with Real Social Dynamics since 2003, running programs practically every weekend for the last 15 years in over 100 cities across North America, Australia, Africa and Europe. I’m extremely passionate about getting my students ACTUAL RESULTS and am continually improving my program to achieve this end.

In 2007, I released a critically acclaimed DVD program called ""The Jeffy Show.""

Simon & Schuster published my memoir ""Get Laid or Die Trying"" on March 29th, 2011.

In 2016 I released my magnum opus on text and online game, ""Execute the Program v2.0”

In 2017 I created RESONATOR, the professional guide to healthy powerful and attractive vocal projection technique.

Facebook: www.facebook.com/RSDJeffy
Instagram: RSDJeffy",23,UC_1N_NAJv18XOndxdixfW6g,390,RSD Jeffy,3,How to Beat Holiday Loneliness,20181221,5uEw8G9Fhys,13531
UC_1N_NAJv18XOndxdixfW6g,PUA,20190417,"I have worked as an Executive Coach with Real Social Dynamics since 2003, running programs practically every weekend for the last 12 years in over 100 cities across North America, Australia, Africa and Europe. I am extremely passionate about getting my students ACTUAL RESULTS and am continually improving my program to achieve this end.

In 2007, I released a critically acclaimed DVD program called ""The Jeffy Show.""

Simon & Schuster published my memoir ""Get Laid or Die Trying"" on March 29th, 2011.

In 2014 I released my magnum opus on text and online game, ""Execute the Program.""

Facebook: www.facebook.com/RSDJeffy

Instagram: RSDJeffy",4,UC_1N_NAJv18XOndxdixfW6g,222,RSD Jeffy,3,Take Your Passion and Make it Happen,20160504,6GKMG7JNYEA,10642
UC_1N_NAJv18XOndxdixfW6g,PUA,20190417,"Jeffy explains why LOGISTICS is GOD EMPEROR FOR LIFE when it comes to picking up girls. Your seduction game might be on point, but if you can't identify and circumvent logistical obstacles in the field you're done. Here's how you can maximize your SNL potential through a mix of screening, persisting and maximizing your own logistical situation beforehand.

Subscribe for more! ► https://www.youtube.com/user/RSDJeffy?sub_confirmation=1

Website:

http://executetheprogram.com

http://www.RSDResonator.com

http://www.jeffyhotseat.com

—————

I have worked as an Executive Coach with Real Social Dynamics since 2003, running programs practically every weekend for the last 14 years in over 100 cities across North America, Australia, Africa and Europe. I’m extremely passionate about getting my students ACTUAL RESULTS and am continually improving my program to achieve this end.

In 2007, I released a critically acclaimed DVD program called ""The Jeffy Show.""

Simon & Schuster published my memoir ""Get Laid or Die Trying"" on March 29th, 2011.

In 2016 I released my magnum opus on text and online game, ""Execute the Program v2.0”

In 2017 I created RESONATOR, the professional guide to healthy powerful and attractive vocal projection technique.

Facebook: www.facebook.com/RSDJeffy
Instagram: RSDJeffy",17,UC_1N_NAJv18XOndxdixfW6g,542,RSD Jeffy,3,"Logistics: The Key to Same Night Pulls (Screening, Persisting & Creating Your Ideal Situation)",20180410,6J3sXTpUZ9s,20788
UC_1N_NAJv18XOndxdixfW6g,PUA,20190417,"Subscribe for more! ► http://www.youtube.com/subscription_center?add_user=rsdjeffy

Start Getting Laid Off The Internet NOW --- http://www.ExecuteTheProgram.com

—————

I have worked as an Executive Coach with Real Social Dynamics since 2003, running programs practically every weekend for the last 12 years in over 100 cities across North America, Australia, Africa and Europe. I am extremely passionate about getting my students ACTUAL RESULTS and am continually improving my program to achieve this end.

In 2007, I released a critically acclaimed DVD program called ""The Jeffy Show.""

Simon & Schuster published my memoir ""Get Laid or Die Trying"" on March 29th, 2011.

In 2014 I released my magnum opus on text and online game, ""Execute the Program.""

Facebook: www.facebook.com/RSDJeffy

Instagram: RSDJeffy",17,UC_1N_NAJv18XOndxdixfW6g,572,RSD Jeffy,3,Message Mayhem – Communication Disasters That Make You a CLOWN to Women.,20141029,6R8reWTOu1o,64653
UC_1N_NAJv18XOndxdixfW6g,PUA,20190417,"Subscribe for more! ► http://www.youtube.com/subscription_center?add_user=rsdjeffy

Website: http://executetheprogram.com

—————
From World Summit 2014, Jeffy explores how to use this powerful idea to do things that are typically only possible in the movies. Also, karaoke.

—————

I have worked as an Executive Coach with Real Social Dynamics since 2003, running programs practically every weekend for the last 12 years in over 100 cities across North America, Australia, Africa and Europe. I am extremely passionate about getting my students ACTUAL RESULTS and am continually improving my program to achieve this end.

In 2007, I released a critically acclaimed DVD program called ""The Jeffy Show.""

Simon & Schuster published my memoir ""Get Laid or Die Trying"" on March 29th, 2011.

In 2014 I released my magnum opus on text and online game, ""Execute the Program.""

Facebook: www.facebook.com/RSDJeffy

Instagram: RSDJeffy",15,UC_1N_NAJv18XOndxdixfW6g,569,RSD Jeffy,3,Refuge in Audacity,20140812,6uRY5cuR-zM,42897
UC_1N_NAJv18XOndxdixfW6g,PUA,20190417,"Subscribe for more! ► http://www.youtube.com/subscription_center?add_user=rsdjeffy

Website: http://executetheprogram.com

—————
Many times, younger guys are overeager with women and try to rush the process, shooting themselves in the foot. Here's the solution that will GET YOU LAID

—————
I have worked as an Executive Coach with Real Social Dynamics since 2003, running programs practically every weekend for the last 12 years in over 100 cities across North America, Australia, Africa and Europe. I am extremely passionate about getting my students ACTUAL RESULTS and am continually improving my program to achieve this end.

In 2007, I released a critically acclaimed DVD program called ""The Jeffy Show.""

Simon & Schuster published my memoir ""Get Laid or Die Trying"" on March 29th, 2011.

In 2014 I released my magnum opus on text and online game, ""Execute the Program.""

Facebook: www.facebook.com/RSDJeffy

Instagram: RSDJeffy",10,UC_1N_NAJv18XOndxdixfW6g,588,RSD Jeffy,3,Slow Down to Speed Up Getting Laid,20150421,6zMrG2llfp8,34992
UC_1N_NAJv18XOndxdixfW6g,PUA,20190417,"Download a free implementable summary on this video. It has all essential ideas and techniques, plus further resources to go deeper. Click here to get it: http://www.rsdvault.com/pimp-rules-2

Subscribe for more! ► http://www.youtube.com/subscription_center?add_user=rsdjeffy

Website: http://executetheprogram.com

—————
Jeffy breaks down a legendary pimp's 27 Rules of the Game, and shares some personal  tales of glory. From the 2013 RSD World Summit in Las Vegas. Part 2/3

—————
I have worked as an Executive Coach with Real Social Dynamics since 2003, running programs practically every weekend for the last 12 years in over 100 cities across North America, Australia, Africa and Europe. I am extremely passionate about getting my students ACTUAL RESULTS and am continually improving my program to achieve this end.

In 2007, I released a critically acclaimed DVD program called ""The Jeffy Show.""

Simon & Schuster published my memoir ""Get Laid or Die Trying"" on March 29th, 2011.

In 2014 I released my magnum opus on text and online game, ""Execute the Program.""

Facebook: www.facebook.com/RSDJeffy

Instagram: RSDJeffy



https://www.youtube.com/watch?v=ykX1M5rx1aY",41,UC_1N_NAJv18XOndxdixfW6g,778,RSD Jeffy,3,The 27 Rules of Pimp Game (Part 2),20130820,7P4gpXRQqQE,98162
UC_1N_NAJv18XOndxdixfW6g,PUA,20190417,"Download a free implementable summary on this video. It has all essential ideas and techniques, plus further resources to go deeper. Click here to get it: http://www.rsdvault.com/bring-the-party

Subscribe for more! ► http://www.youtube.com/subscription_center?add_user=rsdjeffy

Website: http://executetheprogram.com

—————
A Very Special Episode of Free Tour. On Halloween in Phoenix, Spartan Jeffy delivers an impassioned sermon on the importance of bringing the party and the true meaning of the holiday... gettin that pussy

—————
I have worked as an Executive Coach with Real Social Dynamics since 2003, running programs practically every weekend for the last 12 years in over 100 cities across North America, Australia, Africa and Europe. I am extremely passionate about getting my students ACTUAL RESULTS and am continually improving my program to achieve this end.

In 2007, I released a critically acclaimed DVD program called ""The Jeffy Show.""

Simon & Schuster published my memoir ""Get Laid or Die Trying"" on March 29th, 2011.

In 2014 I released my magnum opus on text and online game, ""Execute the Program.""

Facebook: www.facebook.com/RSDJeffy

Instagram: RSDJeffy",18,UC_1N_NAJv18XOndxdixfW6g,1011,RSD Jeffy,3,How to Bring the Party,20131119,7Ugu3S-fGNM,88592
UC_1N_NAJv18XOndxdixfW6g,PUA,20190417,,6,UC_1N_NAJv18XOndxdixfW6g,389,RSD Jeffy,3,FearlessResonator Challenge,20170602,7tLI5hQuWfI,13189
UC_1N_NAJv18XOndxdixfW6g,PUA,20190417,"ETP and Resonator half off sale here: http://bit.ly/JeffyBlackFriday

RSD Black Friday 2018, featuring Execute the Program, the best online dating advice product in the universe, and Resonator",8,UC_1N_NAJv18XOndxdixfW6g,147,RSD Jeffy,3,RSD Black Friday - It's That Time Again,20181119,8CHLujSuq1s,5348
